"date","playerid","gameid","cash_turnover","bonous_turnover","cash_winnings","bonous_winings","turnover","winnings","cash_result","bonous_result","gross_result"
"2017-03-25",32,1935,2.886836027713625,0.0,1.84757505773672,0.0,2.886836027713625,1.84757505773672,1.0392609699769049,0.0,1.0392609699769049
"2017-03-30",48,563,5.758860792628681,0.0,1.0470655986597601,0.0,5.758860792628681,1.0470655986597601,4.711795193968921,0.0,4.711795193968921
"2017-04-05",14,1355,0.0,0.0,0.416233090530696,0.0,0.0,0.416233090530696,-0.416233090530696,0.0,-0.416233090530696
"2017-03-25",19,377,7.968712319000156,0.0,5.641009510029058,0.0,7.968712319000156,5.641009510029058,2.3277028089710985,0.0,2.3277028089710985
"2017-03-30",11,1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2017-03-30",29,2327,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
"2017-03-27",40,1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2017-03-23",49,1913,2.5,0.0,1.32,0.0,2.5,1.32,1.18,0.0,1.18
"2017-03-23",33,524,2.10293885705274,0.0,0.0,0.0,2.10293885705274,0.0,2.10293885705274,0.0,2.10293885705274
"2017-03-29",11,1917,1.6,0.0,0.0,0.0,1.6,0.0,1.6,0.0,1.6
"2017-03-23",13,28,0.525734714263185,0.0,0.0,0.0,0.525734714263185,0.0,0.525734714263185,0.0,0.525734714263185
"2017-03-29",36,2556,0.2622799471243625,0.0,0.0944207809647705,0.0,0.2622799471243625,0.0944207809647705,0.16785916615959198,0.0,0.16785916615959198
"2017-03-29",40,1659,1.25894374619694,0.0,0.1573679682746175,0.0,1.25894374619694,0.1573679682746175,1.1015757779223225,0.0,1.1015757779223225
"2017-03-27",2,1343,1.258217734578972,0.0,0.0,0.0,1.258217734578972,0.0,1.258217734578972,0.0,1.258217734578972
"2017-03-31",12,2670,2.09154701274798,0.0,0.0,0.0,2.09154701274798,0.0,2.09154701274798,0.0,2.09154701274798
"2017-03-31",1,593,4.5,0.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5
"2017-03-25",42,1643,0.0,0.0,0.0524257389407905,0.0,0.0,0.0524257389407905,-0.0524257389407905,0.0,-0.0524257389407905
"2017-03-31",10,2595,1.5059138491785455,0.0,0.0,0.0,1.5059138491785455,0.0,1.5059138491785455,0.0,1.5059138491785455
"2017-03-28",11,524,2.0941750520926,0.0,10.470875260463,0.0,2.0941750520926,10.470875260463,-8.3767002083704,0.0,-8.3767002083704
"2017-03-23",40,1684,1.577204142789555,0.0,0.36801429998422946,0.0,1.577204142789555,0.36801429998422946,1.2091898428053254,0.0,1.2091898428053254
"2017-03-28",25,1917,0.4,0.0,0.5,0.0,0.4,0.5,-0.09999999999999998,0.0,-0.09999999999999998
"2017-03-30",17,1686,2.0,0.0,1.2,0.0,2.0,1.2,0.8,0.0,0.8
"2017-03-26",1,1905,8.38811823052648,0.0,0.838811823052648,0.0,8.38811823052648,0.838811823052648,7.549306407473832,0.0,7.549306407473832
"2017-03-30",45,1686,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
"2017-03-26",31,377,0.209702955763162,0.0,0.0,0.0,0.209702955763162,0.0,0.209702955763162,0.0,0.209702955763162
"2017-04-02",5,424,1.04907576425169,0.0,0.0,0.0,1.04907576425169,0.0,1.04907576425169,0.0,1.04907576425169
"2017-03-21",43,2378,2.10353604409012,0.0,6.310608132270359,0.0,2.10353604409012,6.310608132270359,-4.207072088180239,0.0,-4.207072088180239
